,id,price,address,type,bed,bath,area
16,listing_1378782,"$1,500,000",895 Park Avenue #1B,Co-op,3 beds,1 bath,
17,listing_1378781,"$1,499,000",165 West 66th Street #7A,Co-op,2 beds,2 baths,
18,listing_1378778,"$1,275,000",35 Park Avenue #18B,Co-op,2 beds,2 baths,"1,367 ft?"
19,listing_1378777,"$675,000",310 East 46th Street #14D,Condop,1 bed,1 bath,
20,listing_1378773,"$648,000",350 West 50th Street #2PP,Condo,,1 bath,407 ft?
21,listing_1378764,"$3,955,000",10 Riverside Boulevard #28D,Condo,2 beds,2.5 baths,"1,689 ft?"
22,listing_1378763,"$705,000",100 La Salle Street #5A,Co-op,2 beds,1 bath,
23,listing_1378762,"$6,405,000",10 Riverside Boulevard #27B,Condo,3 beds,3.5 baths,"2,398 ft?"
24,listing_1378761,"$6,385,000",90 Lexington Avenue #PHB,Condo,3 beds,3.5 baths,"2,027 ft?"
25,listing_1378760,"$1,675,990",130 William Street #42C,Condo,1 bed,1 bath,802 ft?
26,listing_1363009_featured,"$2,850,000",76 Eleventh Avenue #9D,Condo,1 bed,1.5 baths,959 ft?
27,listing_1364547_featured,"$4,495,000",5 Franklin Place #10A,Condo,3 beds,3.5 baths,"1,831 ft?"
28,listing_1378755,"$2,100,000",300 East 54th Street #2L2K,Co-op,3 beds,3 baths,
29,listing_1378744,"$550,000",7 East 14th Street #1525,Co-op,,1 bath,
30,listing_1378728,"$3,400,000",200 Riverside Boulevard #6AB,Condo,4 beds,3+ baths,"2,370 ft?"
31,listing_1378717,"$795,000",530  Grand Street #F11E,Co-op,2 beds,1 bath,
32,listing_1378714,"$289,000",62 Park Terrace West #15,Co-op,,1 bath,600 ft?
33,listing_1378713,"$1,949,000",301 East 52nd Street #2/1A,Co-op,3 beds,2.5 baths,"1,816 ft?"
34,listing_1378707,"$8,250,000",280 West 25th Street #1,Townhouse,5 beds,2 baths,"4,068 ft?"
35,listing_1378705,"$398,000",242 East 38th Street #5F,Co-op,,1 bath,
36,listing_1378703,"$1,495,000",20 Sutton Place South #18C,Co-op,3 beds,3 baths,"1,800 ft?"
37,listing_1378701,"$699,000",675 West End Avenue #4C,Co-op,1 bed,1 bath,
38,listing_1378695,"$1,600,000",2 Fifth Avenue #11R,Co-op,2 beds,1 bath,
0,listing_1330089_featured,"$3,275,000",30 Warren Street #3C,Condo,2 beds,2.5 baths,"1,665 ft?"
1,listing_1373373_featured,"$1,499,000",304 W 115th Street #3A,Condo,3 beds,2 baths,"1,375 ft?"
2,listing_1378707,"$8,250,000",280 West 25th Street #1,Townhouse,5 beds,2 baths,"4,068 ft?"
3,listing_1378705,"$398,000",242 East 38th Street #5F,Co-op,,1 bath,
4,listing_1378703,"$1,495,000",20 Sutton Place South #18C,Co-op,3 beds,3 baths,"1,800 ft?"
5,listing_1378701,"$699,000",675 West End Avenue #4C,Co-op,1 bed,1 bath,
6,listing_1378695,"$1,600,000",2 Fifth Avenue #11R,Co-op,2 beds,1 bath,
7,listing_1378692,"$1,350,000",160 Central Park South #2511,Condo,1 bed,1 bath,
8,listing_1378690,"$825,000",251 East 32nd Street #9A,Co-op,2 beds,1 bath,
9,listing_1378682,"$7,650,000",80 Riverside Boulevard #22/23D,Condo,6 beds,6+ baths,"3,700 ft?"
10,listing_1378667,"$1,400,000",165 East 72nd Street #PHJ,Co-op,1 bed,1 bath,
11,listing_1378661,"$759,900",401 East 86th Street #7H,Co-op,1 bed,1 bath,
12,listing_1378658,"$4,995,000",277 Fifth Avenue #33A,Condo,3 beds,3 baths,"1,784 ft?"
13,listing_1361404_featured,"$3,998,000",416 Washington Street #2I,Condo,3 beds,3 baths,"1,912 ft?"
14,listing_1365461_featured,"$1,795,000",224 West 18th Street #5B,Condo,2 beds,2 baths,"1,196 ft?"
15,listing_1378650,"$315,000",321 East 43rd Street #715,Co-op,,1 bath,
16,listing_1378637,"$26,495,000",19 East 71st Street #1,Townhouse,11 beds,11 baths,"10,145 ft?"
17,listing_1378634,"$1,085,000",201 East 79th Street #7B,Co-op,1 bed,1.5 baths,"1,000 ft?"
18,listing_1378633,"$4,775,000",81 Walker Street #2,Condo,3 beds,2.5 baths,
19,listing_1378631,"$675,000",55 Wall Street #603,Condo,,1 bath,658 ft?
20,listing_1378627,"$1,075,000",200 East 61st Street #20A,Condo,1 bed,1.5 baths,899 ft?
21,listing_1378625,"$2,350,000",117 West 123rd Street #8B,Condo,3 beds,2 baths,"1,815 ft?"
22,listing_1378618,"$999,999",60 East 9th Street #633,Co-op,1 bed,1 bath,
23,listing_1378617,"$2,435,000",15 Broad Street #1414,Condo,1 bed,2 baths,"2,028 ft?"
24,listing_1378615,"$1,575,000",200 Rector Place #31B,Condo,2 beds,2 baths,945 ft?
25,listing_1378614,"$975,000",70 West 139th Street #7B,Condo,2 beds,2 baths,"1,005 ft?"
26,listing_1377212_featured,"$2,450,000",110 Charlton Street #15C,Condo,2 beds,2 baths,"1,198 ft?"
27,listing_1351989_featured,"$1,195,000",15 William Street #38G,Condo,1 bed,1 bath,800 ft?
28,listing_1378607,"$9,425,000",505 West 19th Street #7AC,Condo,4 beds,4.5 baths,"3,841 ft?"
29,listing_1378604,"$1,995,000",120 Riverside Boulevard #5L,Condo,2 beds,2 baths,"1,300 ft?"
30,listing_1378603,"$865,000",200 East 89th Street #16F,Condo,1 bed,1 bath,639 ft?
31,listing_1378602,"$780,000",175 West 13th Street #8G,Co-op,1 bed,1 bath,
32,listing_1378600,"$4,550,000",200 East 62nd Street #29D,Condo,3 beds,3.5 baths,"2,142 ft?"
33,listing_1378598,"$900,000",45 West 131st Street #1,Condo,3 beds,1.5 baths,"1,285 ft?"
34,listing_1378592,"$1,336,000",404 Park Avenue South #6B,Condo,1 bed,1 bath,608 ft?
35,listing_1378589,"$275,000",120 Bennett Avenue #1J,Co-op,,1 bath,
36,listing_1378590,"$2,775,000",35 East 75th Street #10B,Co-op,2 beds,2 baths,
37,listing_1378588,"$1,245,000",254 Park Avenue South #3H,Condo,,1 bath,716 ft?
38,listing_1378584,"$1,100,000",205 West End Avenue #15J,Co-op,2 beds,1 bath,"1,000 ft?"
39,listing_1366162_featured,"$4,495,000",252 West 30th Street #PH15,Condo,3 beds,2 baths,"2,100 ft?"
40,listing_1317955_featured,"$2,995,000",100 Barclay Street #13C,Condo,2 beds,2.5 baths,"1,443 ft?"
41,listing_1378582,"$5,150,000",250 West 81st Street #5C,Condo,3 beds,3 baths,"1,985 ft?"
42,listing_1378581,"$775,000",135 East 74th Street #10C,Co-op,1 bed,1 bath,
43,listing_1378574,"$1,250,000",308 E 38th Street #3E,Condo,2 beds,2 baths,"1,045 ft?"
44,listing_1378572,"$7,995,000",426 West 22nd Street ,Multi-family,8 beds,5 baths,"4,090 ft?"
45,listing_1378571,"$1,295,000",395 Riverside Drive #9F,Co-op,2 beds,1 bath,
46,listing_1378569,"$2,050,000",212 East 57th Street #9A,Condo,2 beds,2.5 baths,"1,267 ft?"
47,listing_1378568,"$1,189,000",454 West 54th Street #5K,Condo,1 bed,1.5 baths,870 ft?
48,listing_1378567,"$1,995,000",385 First Avenue #11E,Condo,2 beds,2 baths,"1,235 ft?"
49,listing_1378563,"$1,500,000",60 Riverside Boulevard #1110,Condo,1 bed,1 bath,732 ft?
50,listing_1378551,"$925,000",1 Central Park West #316,Condo,1 bed,1 bath,709 ft?
51,listing_1378547,"$1,100,000",123 Washington Street #42D,Condo,1 bed,1 bath,732 ft?
0,listing_1378500_featured,"$899,000",334 West 87th Street #1A,Co-op,2 beds,1 bath,
1,listing_1377179_featured,"$875,000",184 Franklin Street #6,Co-op,1 bed,1 bath,
2,listing_1378539,"$2,800,000",118 W 121st Street  10027 ,Building,11 beds,1 bath,
3,listing_1378538,"$1,790,000",425 East 13th Street #5C,Condo,2 beds,2 baths,
4,listing_1378536,"$795,000",333 East 34th Street #12H,Condo,1 bed,1 bath,725 ft?
5,listing_1378525,"$1,190,700",175 West 95th Street #15D,Condo,1 bed,1 bath,708 ft?
6,listing_1378521,"$940,000",45 Sutton Place South #17G,Co-op,1 bed,1.5 baths,"1,100 ft?"
7,listing_1378515,"$135,000",424 E 115th Street #4D,Co-op,1 bed,1 bath,650 ft?
8,listing_1378510,"$799,000",161 East 91st Street #2A,Co-op,1 bed,1 bath,
9,listing_1378509,"$125,000",424 E 115th Street #4A,Co-op,,1 bath,500 ft?
10,listing_1378508,"$150,000",424 E 115th Street #1A,Co-op,1 bed,1 bath,700 ft?
11,listing_1378506,"$8,995,000",14 Harrison Street #56,Co-op,3 beds,2.5 baths,"4,515 ft?"
12,listing_1378505,"$6,695,000",510 East 80th Street #PH,Condo,4 beds,3.5 baths,"3,000 ft?"
13,listing_1376919_featured,"$5,995,000",100 Barclay Street #23B,Condo,4 beds,4 baths,"2,870 ft?"
14,listing_1364672_featured,"$750,000",345 East 80th Street #10H,Condo,1 bed,1 bath,627 ft?
15,listing_1378500,"$899,000",334 West 87th Street #1A,Co-op,2 beds,1 bath,
16,listing_1378499,"$1,349,000",140 West End Avenue #8H,Co-op,2 beds,2 baths,
17,listing_1378496,"$2,280,990",130 William Street #32C,Condo,2 beds,2 baths,"1,060 ft?"
18,listing_1378495,"$799,000",100 La Salle Street #15D,Co-op,2 beds,1 bath,
19,listing_1378490,"$410,000",5 Tudor City Place #421,Co-op,,1 bath,
20,listing_1378489,"$2,095,000",301 West 57th Street #18D,Condo,2 beds,2 baths,
21,listing_1378485,"$1,025,000",635 West 42nd Street #19H,Condo,1 bed,1 bath,700 ft?
22,listing_1378484,"$2,200,000",121 West 19th Street #8F,Condo,1 bed,1 bath,"1,317 ft?"
23,listing_1378483,"$2,325,000",57 Reade Street #15A,Condo,2 beds,2 baths,"1,244 ft?"
24,listing_1378481,"$2,650,000",180 East End Avenue #PHG,Co-op,3 beds,3 baths,
25,listing_1378482,"$795,000",501 West 123rd Street #21G,Co-op,2 beds,1 bath,
26,listing_1378425_featured,"$7,495,000",471 Washington Street #5,Condo,3 beds,2.5 baths,"3,581 ft?"
27,listing_1365019_featured,"$6,450,000",2112 Broadway #6B,Condo,3 beds,3.5 baths,"3,005 ft?"
28,listing_1378480,"$650,000",45 West 110th Street #2C,Co-op,3 beds,1 bath,
29,listing_1378479,"$1,665,000",385 First Avenue #7B,Condo,2 beds,2 baths,"1,190 ft?"
30,listing_1378476,"$330,000",45 Tudor City Place #2105,Co-op,,1 bath,
31,listing_1378466,"$1,495,000",118 East 60th Street #24H,Co-op,2 beds,2 baths,"1,500 ft?"
32,listing_1378463,"$1,795,000",125 East 12th Street #4C,Condo,2 beds,1 bath,
33,listing_1378462,"$825,000",212 East Broadway #G1505,Co-op,2 beds,1 bath,
34,listing_1378461,"$975,000",300 East 59th Street #3602,Co-op,1 bed,2 baths,
35,listing_1378457,"$775,000",380 Rector Place #6E,Condo,,1 bath,661 ft?
36,listing_1378452,"$3,600,000",172 Madison Avenue #24A,Condo,2 beds,2.5 baths,"1,458 ft?"
37,listing_1378450,"$2,300,000",1 Central Park West #808,Condo,1 bed,1+ bath,"1,016 ft?"
38,listing_1378448,"$1,795,000",25 Central Park West #7C,Condo,1 bed,1.5 baths,945 ft?
39,listing_1304137_featured,"$6,995,000",11 Beach Street #3A,Condo,5 beds,4.5 baths,"3,844 ft?"
40,listing_1376675_featured,"$1,350,000",1600 Broadway #PH6A,Condo,2 beds,1 bath,889 ft?
41,listing_1378447,"$490,000",245 East 24th Street #2H,Co-op,1 bed,1 bath,
42,listing_1378446,"$3,900,000",100 Barclay Street #12F,Condo,3 beds,3.5 baths,"2,028 ft?"
43,listing_1378443,"$340,000",238 West 112th Street #2WW,Co-op,4 beds,1 bath,"1,100 ft?"
44,listing_1378437,"$299,000",524 West 151st Street #3,Co-op,2 beds,1 bath,710 ft?
45,listing_1378434,"$859,000",400 East 77th Street #17A,Co-op,2 beds,1 bath,950 ft?
46,listing_1378430,"$1,750,000",532 West 111th Street #26,Co-op,3 beds,1.5 baths,
47,listing_1378427,"$2,250,000",900 Park Avenue #18C,Condo,1 bed,1.5 baths,
48,listing_1378428,"$879,000",1160 Third Avenue #16D,Co-op,1 bed,1 bath,
49,listing_1378426,"$1,085,000",215 East 96th Street #25D,Condop,2 beds,2 baths,"1,033 ft?"
50,listing_1378425,"$7,495,000",471 Washington Street #5,Condo,3 beds,2.5 baths,"3,581 ft?"
51,listing_1378424,"$4,400,000",50 West Street #49B,Condo,2 beds,2.5 baths,"1,513 ft?"
0,listing_1378310_featured,"$2,350,000",301 East 48th Street #6DE,Co-op,3 beds,3 baths,
1,listing_1370201_featured,"$3,675,000",9 Murray Street #9NE,Condo,3 beds,2.5 baths,"2,478 ft??"
2,listing_1366982,"$1,650,000",901 Lexington Avenue #9S,Co-op,2 beds,2.5 baths,
3,listing_1366979,"$2,749,000",140 Riverside Drive #9A,Co-op,2 beds,2 baths,
4,listing_1366975,"$1,650,000",4 West 16th Street #2B,Co-op,2 beds,1 bath,
5,listing_1366959,"$689,000",225 East 74th Street #1B,Co-op,1 bed,1 bath,725 ft??
6,listing_1366955,"$1,360,000",531 Main Street #502,Co-op,3 beds,2.5 baths,"1,777 ft??"
7,listing_1366943,"$4,500,000",252 Seventh Avenue #16G,Condo,2 beds,2 baths,"1,605 ft??"
8,listing_1366942,"$895,000",30 Beekman Place #1C,Co-op,1 bed,2 baths,
9,listing_1366938,"$650,000",807 Riverside Drive #6A,Condo,2 beds,1 bath,818 ft??
10,listing_1366936,"$14,995,000",551 West 21st Street #17B,Condo,3 beds,3.5 baths,"3,860 ft??"
11,listing_1366935,"$595,000",360 East 72nd Street #B1211,Co-op,,1 bath,575 ft??
12,listing_1366918,"$2,295,000",718 Broadway #8B,Co-op,2 beds,1.5 baths,"1,320 ft??"
13,listing_1342553_featured,"$1,795,000",150 Rivington Street #5H,Condo,2 beds,2 baths,864 ft??
14,listing_1365621_featured,"$2,050,000",200 East 59th Street #15B,Condo,1 bed,1.5 baths,979 ft??
15,listing_1366915,"$5,200,000",1148 Fifth Avenue #14A,Co-op,3 beds,3 baths,
16,listing_1366914,"$2,295,000",1150 Park Avenue #6F,Co-op,2 beds,2.5 baths,"1,700 ft??"
17,listing_1366910,"$1,245,000",411 East 53rd Street #7K,Condo,2 beds,1.5 baths,975 ft??
18,listing_1366898,"$1,150,000",1 Central Park West #914,Condo,1 bed,1 bath,717 ft??
19,listing_1366892,"$3,795,000",320 East 72nd Street #8A,Co-op,4 beds,3.5 baths,"2,433 ft??"
20,listing_1366888,"$1,350,000",250 East 53rd Street #806,Condo,1 bed,1.5 baths,890 ft??
21,listing_1366886,"$5,850,000",1115 Fifth Avenue #7A,Co-op,3 beds,3 baths,"2,820 ft??"
22,listing_1366887,"$499,000",115 Cabrini Boulevard #22B,Co-op,1 bed,1 bath,900 ft??
23,listing_1366865,"$975,000",1485 Fifth Avenue #8H,Condo,1 bed,1 bath,884 ft??
24,listing_1366863,"$689,000",70 West 139th Street #7I,Condo,1 bed,1 bath,669 ft??
25,listing_1366861,"$1,095,000",500 West 43rd Street #18B,Condo,2 beds,2 baths,838 ft??
26,listing_1366998_featured,"$1,425,000",570 Broome Street #11C,Condo,1 bed,1 bath,732 ft??
27,listing_1316143_featured,"$1,150,000",120 West 58th Street #6D,Condo,2 beds,1 bath,906 ft??
28,listing_1366857,"$1,395,000",300 East 74th Street #12A,Co-op,1 bed,2 baths,
29,listing_1366856,"$3,250,000",135 West 4th Street #2W,Condo,2 beds,2 baths,"1,807 ft??"
30,listing_1366854,"$3,295,000",1 Central Park West #33F,Condo,1 bed,2 baths,"1,291 ft??"
31,listing_1366849,"$10,900,000",20 W 53 #36A,Condo,3 beds,3.5 baths,"2,525 ft??"
32,listing_1366842,"$485,000",165 West End Avenue #7G,Co-op,,1 bath,
33,listing_1366839,"$585,000",500 West 43rd Street #23D,Condo,,1 bath,390 ft??
34,listing_1366831,"$6,995,000",290 West End Avenue #7CD,Co-op,5 beds,6 baths,"4,200 ft??"
35,listing_1366830,"$4,500,000",141 Wooster Street #5CD,Co-op,3 beds,2 baths,"3,300 ft??"
36,listing_1366826,"$8,250,000",25 Barrow Street ,House,4 beds,4.5 baths,"3,400 ft??"
37,listing_1366815,"$1,795,000",107 West 25th Street #3B,Co-op,2 beds,2 baths,"1,200 ft??"
38,listing_1366812,"$995,000",10 West 66th Street #14E,Co-op,1 bed,1 bath,
39,listing_1366333_featured,"$3,499,999",111 Central Park North #9AA,Condo,3 beds,3 baths,"1,955 ft??"
40,listing_1352769_featured,"$4,150,000",146 West 57th Street #76B,Condo,2 beds,2.5 baths,"1,467 ft??"
41,listing_1366811,"$550,000",153 East 57th Street #19G,Co-op,1 bed,1 bath,
42,listing_1366810,"$675,000",2109 Broadway #850,Condo,,1 bath,450 ft??
43,listing_1366805,"$789,000",430 West 154th Street #3,Condo,2 beds,2 baths,"1,188 ft??"
44,listing_1366803,"$310,000",45 Tudor City Place #2002,Co-op,,1 bath,
45,listing_1366801,"$9,950,000",218 East 62nd Street ,Townhouse,4 beds,4 baths,"4,138 ft??"
46,listing_1366794,"$2,750,000",225 Fifth Avenue #6A,Condo,2 beds,2 baths,"1,613 ft??"
47,listing_1366790,"$1,199,000",635 West 42nd Street #17N,Condo,1 bed,1 bath,800 ft??
48,listing_1366786,"$1,250,000",176 W 87th Street #5D,Co-op,2 beds,1 bath,
49,listing_1366779,"$6,495,000",300 West End Avenue #4,Co-op,4 beds,4.5 baths,
50,listing_1366778,"$2,500,000",300 East 59th Street #2801/2,Co-op,4 beds,2.5 baths,
51,listing_1366775,"$3,450,000",10 West 66th Street #14EF,Co-op,3 beds,3 baths,"2,400 ft??"
0,listing_1254776_featured,"$1,075,000",88 Greenwich Street #2010,Condo,,1 bath,820 ft??
1,listing_1373266_featured,"$3,500,000",875 Fifth Avenue #11C,Co-op,2 beds,2.5 baths,
2,listing_1367449,"$540,000",30 East 95th Street #6D,Co-op,1 bed,1 bath,
3,listing_1367447,"$2,200,000",8 East 68th Street #1A,Co-op,,2 baths,
4,listing_1367445,"$2,695,000",535 West 110th Street #5F,Co-op,4 beds,3+ baths,"2,750 ft??"
5,listing_1367444,"$695,000",404 East 66th Street #7J,Condo,,1 bath,537 ft??
6,listing_1367440,"$2,695,000",401 East 60th Street #37C,Condo,3 beds,3 baths,"1,959 ft??"
7,listing_1367422,"$4,990,000",190 Riverside Drive #10C,Condo,3 beds,2 baths,"2,670 ft??"
8,listing_1367420,"$8,750,000",1067 Fifth Avenue #2,Co-op,4 beds,4 baths,
9,listing_1367416,"$2,430,000",2 River Terrace #4D,Condo,2 beds,2 baths,"1,427 ft??"
10,listing_1367415,"$5,995,000",2 River Terrace #24A,Condo,4 beds,3.5 baths,"3,026 ft??"
11,listing_1367410,"$1,822,000",161 East 90th Street #1C,Co-op,3 beds,2 baths,"1,500 ft??"
12,listing_1367407,"$2,395,000",264 East Broadway C201/202/207,Co-op,4 beds,3.5 baths,
13,listing_1361293_featured,"$2,995,000",115 Fourth Avenue #PH8C,Condo,2 beds,2 baths,"1,685 ft??"
14,listing_1370164_featured,"$4,350,000",245 10th Avenue UNIT-4W,Condo,3 beds,3 baths,"2,349 ft??"
15,listing_1367402,"$1,500,000",140 West 69th Street #67,Co-op,2 beds,2 baths,
16,listing_1367403,"$2,190,000",685 First Avenue #32L,Condo,1 bed,1.5 baths,"1,042 ft??"
17,listing_1367399,"$4,195,990",130 William Street #L57B,Condo,2 beds,2.5 baths,"1,509 ft??"
18,listing_1367400,"$949,000",599 West End Avenue #7BC,Co-op,3 beds,1.5 baths,
19,listing_1367377,"$1,945,000",112 West 18th Street #4B,Condo,2 beds,2 baths,"1,380 ft??"
20,listing_1367376,"$750,000",230 E 15th Street #7M,Co-op,1 bed,1 bath,
21,listing_1367373,"$5,275,000",100 Barclay Street #15B,Condo,3 beds,3.5 baths,"2,446 ft??"
22,listing_1367370,"$3,495,000",455 Central Park West #22A,Condo,3 beds,3 baths,"2,083 ft??"
23,listing_1367365,"$3,150,000",240 Park Avenue South #5A,Condo,2 beds,2 baths,
24,listing_1367362,"$2,850,000",95 Greene Street #5E,Condo,1 bed,1.5 baths,"1,200 ft??"
25,listing_1367361,"$999,000",257 West 117th Street #5H,Condo,1 bed,2 baths,"1,031 ft??"
26,listing_1362127_featured,"$2,395,000",3 Hanover Square #20FG,Co-op,3 beds,3 baths,"2,100 ft??"
27,listing_1313683_featured,"$22,500,000",157 West 57th Street #67B,Condo,3 beds,3.5 baths,"4,116 ft??"
28,listing_1367357,"$750,000",126 West 73rd Street #4A,Co-op,1 bed,1 bath,600 ft??
29,listing_1367347,"$23,000,000",157 West 57th Street #56A,Condo,3 beds,3.5 baths,"3,228 ft??"
30,listing_1367345,"$1,750,000",343 East 74th Street #6JK,Condop,3 beds,2.5 baths,"1,473 ft??"
31,listing_1367327,"$1,195,000",424 East 57th Street #6BF,Co-op,2 beds,2 baths,"1,100 ft??"
32,listing_1367326,"$649,000",22 Grove Street #1E,Co-op,,1 bath,
33,listing_1367325,"$345,678",310 W. 18 #1A,Co-op,,1 bath,
34,listing_1367321,"$370,000",100-106 West 141st Street #58,Co-op,2 beds,1 bath,
35,listing_1367316,"$2,400,000",201 East 62nd Street #PHD,Co-op,2 beds,3.5 baths,
36,listing_1367310,"$2,595,000",135 West 17th Street #2B,Co-op,3 beds,2 baths,"2,500 ft??"
37,listing_1367304,"$949,000",250 West 15th Street #5F,Co-op,1 bed,1 bath,
38,listing_1367302,"$675,000",425 East 79th Street #H15,Co-op,1 bed,1 bath,
39,listing_1356101_featured,"$475,000",411 East 57th Street #10F,Co-op,,1 bath,600 ft??
40,listing_1330598_featured,"$499,000",401 East 65th Street #14H,Co-op,,1 bath,550 ft??
41,listing_1367301,"$1,650,000",325 Fifth Avenue #9C,Condo,2 beds,2 baths,"1,282 ft??"
42,listing_1367299,"$1,600,000",969 Park Avenue #10A,Co-op,2 beds,2 baths,
43,listing_1367288,"$1,030,000",65 Cooper Square #3E,Condo,1 bed,1.5 baths,684 ft??
44,listing_1367286,"$899,000",200 East 89th Street #25F,Condo,1 bed,1 bath,638 ft??
45,listing_1367275,"$1,234,000",275 East 7th Street #3,Co-op,1 bed,1 bath,
46,listing_1367273,"$425,000",1160 Third Avenue #3C,Co-op,,1 bath,400 ft??
47,listing_1367272,"$425,000",1160 Third Avenue #6F,Co-op,,1 bath,
48,listing_1367266,"$1,230,000",635 West 42nd Street #19F,Condo,1 bed,1 bath,758 ft??
49,listing_1367265,"$1,750,000",20 East 68th Street #12D,Condop,1 bed,2 baths,"1,000 ft??"
50,listing_1367259,"$1,049,000",555 W. 23 #S6D,Condo,1 bed,1 bath,755 ft??
51,listing_1367257,"$1,095,000",41 W 72nd Street #7H,Condo,1 bed,1 bath,768 ft??
0,listing_1363074_featured,"$4,850,000",196 Orchard Street #10A,Condo,3 beds,3 baths,"1,925 ft??"
1,listing_1366683_featured,"$10,500,000",555 West End Avenue THE-LIBRARY,Condo,5 beds,5.5 baths,"3,463 ft??"
2,listing_1367191,"$570,000",2 South End Avenue #8F,Condo,1 bed,1 bath,632 ft??
3,listing_1367189,"$399,000",200 East 36th Street #3E,Co-op,,1 bath,535 ft??
4,listing_1367187,"$799,000",350 East 82nd Street #3L,Condo,1 bed,1 bath,
5,listing_1367186,"$2,195,000",130 Barrow Street #PH14,Condo,2 beds,2.5 baths,"1,084 ft??"
6,listing_1367182,"$2,850,000",245 Seventh Avenue #2A,Condo,2 beds,1.5 baths,"1,800 ft??"
7,listing_1367180,"$2,650,000",1136 Fifth Avenue #1D,Co-op,2 beds,2 baths,
8,listing_1367171,"$875,000",250 West 94th Street #2J,Co-op,1 bed,1 bath,850 ft??
9,listing_1367162,"$939,000",200 East 84th Street #2F,Co-op,2 beds,1 bath,
10,listing_1367161,"$599,000",40 West 72nd Street #34,Co-op,1 bed,1 bath,
11,listing_1367151,"$8,950,000",25 Central Park West 11/12JK,Condo,5 beds,4 baths,"3,004 ft??"
12,listing_1367148,"$858,000",88 Greenwich Street #725,Condo,1 bed,1 bath,845 ft??
13,listing_1337735_featured,"$4,900,000",655 Park Avenue #4D,Co-op,3 beds,2 baths,"2,350 ft??"
14,listing_1353197_featured,"$2,199,000",300 East 59th Street #604/5,Co-op,3 beds,3 baths,"2,000 ft??"
15,listing_1367140,"$455,000",203 East 89th Street #1D,Co-op,,1 bath,
16,listing_1367134,"$949,000",176 Broadway #7D,Co-op,1 bed,1 bath,"1,100 ft??"
17,listing_1367132,"$5,150,000",21 Astor Place #10D,Condo,3 beds,3 baths,"1,993 ft??"
18,listing_1367130,"$580,000",340 East 93rd Street #3F,Co-op,1 bed,1 bath,700 ft??
19,listing_1367126,"$1,125,000",2109 Broadway #1487,Condo,1 bed,1 bath,765 ft??
20,listing_1367121,"$3,995,000",116 Central Park South #3CD,Condo,3 beds,3 baths,"2,000 ft??"
21,listing_1367120,"$714,000",425 East 63rd Street #W5A,Condop,1 bed,1 bath,
22,listing_1367117,"$995,000",20 West Street #19G,Condo,1 bed,1 bath,"1,018 ft??"
23,listing_1367108,"$995,000",410 W 24th Street #18D,Co-op,1 bed,1 bath,
24,listing_1367107,"$995,000",480 Park Avenue #11J,Co-op,1 bed,1 bath,
25,listing_1367100,"$7,290,000",21 East 66th Street #2EW,Condo,4 beds,6 baths,"3,602 ft??"
26,listing_1375766_featured,"$2,450,000",900 Park Avenue #11E,Condo,2 beds,2.5 baths,"1,288 ft??"
27,listing_1376479_featured,"$1,495,000",39 East 29th Street #8C,Condo,1 bed,1 bath,785 ft??
28,listing_1367098,"$4,395,000",721 Fifth Avenue #34G,Condo,2 beds,2.5 baths,"1,509 ft??"
29,listing_1367089,"$2,125,000",305 West 16th Street #2H,Condop,2 beds,2 baths,978 ft??
30,listing_1367087,"$3,200,000",875 Fifth Avenue #2D,Co-op,3 beds,3 baths,
31,listing_1367086,"$3,295,000",475 West 22nd Street #1,Co-op,3 beds,2 baths,
32,listing_1367085,"$1,800,000",635 West 42nd Street #28F,Condo,2 beds,2 baths,
33,listing_1367083,"$899,000",225 Rector Place #4T,Condo,1 bed,1 bath,760 ft??
34,listing_1367082,"$1,090,000",310 East 49th Street #7FG,Co-op,2 beds,2 baths,
35,listing_1367070,"$400,000",524 West 151st Street #3,Co-op,2 beds,1 bath,
36,listing_1367068,"$3,495,000",21 East 66th Street #3E,Condo,2 beds,3 baths,"1,700 ft??"
37,listing_1367065,"$3,895,000",21 East 66th Street #2W,Condo,2 beds,3 baths,"1,903 ft??"
38,listing_1367064,"$582,000",327 East 3rd Street #4B,Co-op,1 bed,1 bath,
0,listing_1323126_featured,"$1,385,000",52 Convent Avenue #4C,Condo,3 beds,2 baths,
1,listing_1373315_featured,"$2,350,000",555 West 59th Street #19F,Condo,2 beds,2 baths,"1,273 ft??"
2,listing_1368183,"$5,150,000",1105 Park Avenue #2A,Co-op,4 beds,3 baths,
3,listing_1368182,"$4,500,000",1175 Park Avenue #4B,Co-op,3 beds,3 baths,
4,listing_1368179,"$2,750,000",48 West 86th Street #2,Co-op,2 beds,2.5 baths,
5,listing_1368178,"$875,000",137 East 66th Street #8C,Co-op,2 beds,1 bath,
6,listing_1368176,"$2,000,000",555 West 59th Street #21G,Condo,2 beds,2 baths,"1,116 ft??"
7,listing_1368171,"$4,150,000",54 MacDougal Street MAISONETTE,Condo,1 bed,1+ bath,"2,431 ft??"
8,listing_1368161,"$750,000",220 Riverside Boulevard #7W,Condo,,1 bath,549 ft??
9,listing_1368159,"$3,095,000",59 John Street #PH10C,Condo,3 beds,3 baths,"2,279 ft??"
10,listing_1368155,"$385,000",45 Park Terrace West #2H,Co-op,1 bed,1 bath,
11,listing_1368153,"$935,000",348 West 38th Street #11E,Co-op,2 beds,1 bath,
